Key,File,Type,english
M200HSDesc,,,Asylum survivor grade M200 forged in the asylum's darkest chambers by deranged inmates one of the Asylum Ghost set sniper rifles can only use CF sniper rifle 50 special bullets. Can be repaired with repair tools and disassemble to get rifle parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
M200MMT,,,[FFD700]M200-Asylum Patient[fdee00]
M200MMTDesc,,,Variant found in asylum M200 Asylum Ghost ward one of the rabbit's favorite weapons in this mod also essential pink for tough asylum survivors can only use CF sniper rifle 50 special bullets. Can be repaired with repair tools and disassemble to get rifle parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
HLZF,,,[FFD700]Asylum Shiv-Ghost Edge[fdee00]
HLZFDesc,,,Hero level asylum shiv forged in asylum torture chambers one of the Asylum Ghost set asylum shivs. Can be repaired with repair tools and disassemble to get machete parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
TDHXCS,,,[FFD700]Asylum Blade-Ward Legend[fdee00]
TDHXCSDesc,,,Hero level asylum blade forged in asylum torture chambers the dried blood inlay carved on the weapon's back and blade the luster at the blade edge is very bright also represents the weapon's sharpness from asylum torture chambers. Can be repaired with repair tools and disassemble to get machete parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
JYSS,,,[FFD700]Asylum Enforcer-Blood Steel Twin Demons-Steel[fdee00]
JYSSDesc,,,Hero level asylum enforcer forged in asylum torture chambers gun body forged with dried blood and asylum steel. Can be repaired with repair tools and disassemble to get pistol parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
JYSS2,,,[FFD700]Asylum Enforcer-Blood Steel Twin Demons-Rust[fdee00]
JYSS2Desc,,,Hero level asylum enforcer forged in asylum torture chambers gun body forged with dried blood and asylum steel. Can be repaired with repair tools and disassemble to get pistol parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
HQL,,,[FFD700]AK47-Asylum Beast[fdee00]
HQLDesc,,,Hero level AK47 forged in asylum torture chambers also the origin and beginning of asylum survivor grade weapons. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
WZZX,,,[FFD700]Asylum Beast-Warden's Heart[fdee00]
WZZXDesc,,,Variant found in asylum Asylum Beast ward inherits the chilling appearance of Asylum Beast coating represents the nightmarish asylum decay of asylum overlords. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
QY,,,[FFD700]Asylum Beast-Ghost Feather[fdee00]
QYDesc,,,Variant found in asylum Asylum Beast ward Ghost Feather's appearance bears the asylum steel of asylum walls gun body also covered with horrific asylum markings. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
HXZX,,,[FFD700]Asylum Beast-Ward Heart[fdee00]
HXZXDesc,,,Variant found in asylum Asylum Beast ward a skin with extremely asylum ward characteristics. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
MG3YSSS,,,[FFD700]MG3-Asylum Stalker[fdee00]
MG3YSSSDesc,,,This weapon was also the nightmare weapon of many early asylum patients at that time they also shouted asylum steel for cannon meaning asylum executioner showing its rarity in early asylum outbreak days. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting.
MG3CJ,,,[FFD700]MG3-Blood Rust-Asylum Killer[fdee00]
MG3CJDesc,,,MG3 dried blood asylum variant crafted from asylum pure asylum rust coveted by asylum survivors. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting.
MG3XL,,,[FFD700]MG3-Asylum Beast[fdee00]
MG3XLDesc,,,Variant found in asylum MG3 ward uses black and red contrast color as background with dried blood soaring asylum beast pattern coating. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting.
QLC,,,[FFD700]Asylum Beast Claw[fdee00]
QLCDesc,,,Hero level knuckles forged in asylum torture chambers craftsmen carved radiant materials into asylum beast shapes then inlaid with priceless gems made into twin asylum beasts guarding treasure design giving people calm but fierce feeling is an envied collection among many asylum survivors. Can be repaired with repair tools and disassemble to get machete parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
XJJTL,,,[FFD700]Asylum Decimator-Ward Destroyer[fdee00]
XJJTLDesc,,,Hero level asylum decimator forged in asylum torture chambers this asylum decimator with star battleship appearance has immense power. Due to asylum decimator being too heavy. Decrease 80% movement speed decrease 80% jump height decrease 80% running speed. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting.
BH,,,[FFD700]Scar Light-Asylum Predator[fdee00]
BHDesc,,,Hero level Scar Light forged in asylum torture chambers this asylum straitjacket white fierce escaped asylum predator appearance combined with future technology naturally makes this new asylum survivor grade weapon's appearance look chilling and haunting quite high appearance value. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
BLTPTJL,,,[FFD700]Asylum Executioner-Ward Breaking Nine Beasts[fdee00]
BLTPTJLDesc,,,One of the asylum executioner skins entirely carved with dried blood asylum beasts wielding this weapon perhaps you can get the blessing of divine asylum beasts in battle can only use CF sniper rifle 50 special bullets has extremely high block damage. Can be repaired with repair tools and disassemble to get rifle parts. Can be obtained through Asylum weapon crates world looting and crafting. Due to sniper rifle being too heavy. Decrease 30% movement speed decrease 30% jump height decrease 30% running speed.
BLTPTKL,,,[FFD700]Asylum Executioner-Ward Breaking Mad Beast[fdee00]
BLTPTKLDesc,,,One of the asylum executioner skins entirely carved with dried blood asylum beasts wielding this weapon perhaps you can get the blessing of divine asylum beasts in battle can only use CF sniper rifle 50 special bullets has extremely high block damage. Can be repaired with repair tools and disassemble to get rifle parts. Can be obtained through Asylum weapon crates world looting and crafting. Due to sniper rifle being too heavy. Decrease 30% movement speed decrease 30% jump height decrease 30% running speed.
M4A1AY,,,[FFD700]M4A1-Legend Asylum Darkin[fdee00]
M4A1AYDesc,,,Legendary asylum survivor grade M4A1 forged in asylum torture chambers the gun body's bold color scheme not only interprets the dark style but also fully displays the word Darkin. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting. Legendary weapon bonus. Increase 30% movement speed increase 30% jump height increase 30% running speed.
VEPR12,,,[FFD700]VEPR-12-Asylum Demon[fdee00]
VEPR12Desc,,,It is a combat shotgun modified from asylum based on the AK 47 assault rifle and RPK machine gun receiver a shotgun with extremely high fire rate. Can be repaired with repair tools and disassemble to get shotgun parts. Can be obtained through Asylum weapon crates world looting and crafting.
DYZFZ,,,[FFD700]Asylum Conqueror-Beyond Max[fdee00]
DYZFZDesc,,,Beyond asylum Max variant of AA12 Conqueror. Can be repaired with repair tools and disassemble to get shotgun parts. 50% chance to trigger burning when attacking enemies. Can be obtained through Asylum weapon crates world looting and crafting.
MK232,,,[FFD700]Asylum Pistol[fdee00]
MK232Desc,,,A relatively ordinary pistol with common performance found in asylum medical wing. Can be repaired with repair tools and disassemble to get pistol parts. Can be obtained through Asylum weapon crates world looting and crafting.
TT33,,,[FFD700]Asylum Security Pistol[fdee00]
TT33Desc,,,A relatively ordinary pistol with common performance found in asylum security office. Can be repaired with repair tools and disassemble to get pistol parts. Can be obtained through Asylum weapon crates world looting and crafting.
QG,,,[FFD700]Asylum Shank[fdee00]
QGDesc,,,This dried blood dagger also witnessed the asylum outbreak period of asylum game at that time many asylum patients filled asylum computer labs to get this dagger all logging into asylum. Can be repaired with repair tools and disassemble to get machete parts. Can be obtained through Asylum weapon crates world looting and crafting.
JGDR,,,[FFD700]Asylum Laser Blade[fdee00]
JGDRDesc,,,Asylum Laser Blade is an asylum laser blade secretly researched by Blitz asylum stalker asylum underground resistance the blade can emit extremely high heat enough to pierce asylum steel doors. Can be repaired with repair tools and disassemble to get machete parts. Can be obtained through Asylum weapon crates world looting and crafting. Attacking enemies triggers burning.
JGDRSD,,,[FFD700]Asylum Laser Blade-Ward Holiday[fdee00]
JGDRSDDesc,,,One of the Asylum Laser Blade skins Asylum Laser Blade is an asylum laser blade secretly researched by Blitz asylum stalker asylum underground resistance the blade can emit extremely high heat enough to pierce asylum steel doors. Can be repaired with repair tools and disassemble to get machete parts. Can be obtained through Asylum weapon crates world looting and crafting. Attacking enemies triggers burning.
XDA1,,,[FFD700]Asylum Shotgun-A[fdee00]
XDA1Desc,,,Remington870 A is an ordinary pump action shotgun found in asylum security office. Can be repaired with repair tools and disassemble to get shotgun parts. Can be obtained through Asylum weapon crates world looting and crafting.
XDS1,,,[FFD700]Asylum Shotgun-S[fdee00]
XDS1Desc,,,Remington870 S is an ordinary pump action shotgun found in asylum security office. Can be repaired with repair tools and disassemble to get shotgun parts. Can be obtained through Asylum weapon crates world looting and crafting.
TY,,,[FFD700]Asylum Weapon Crate[fdee00]
TYDesc,,,Asylum Weapon Crate has a chance to open any weapon from this mod but weapons are not guaranteed. Can be obtained through world looting and crafting.
SQ,,,[FFD700]Asylum Pistol-Weapon Crate[fdee00]
SQDesc,,,Asylum Pistol Weapon Crate has a certain chance to open pistols from this mod but higher chance to open some miscellaneous items. Can be obtained through world looting and crafting.
BQ,,,[FFD700]Asylum Rifle-Weapon Crate[fdee00]
BQDesc,,,Asylum Rifle Weapon Crate has a certain chance to open rifles from this mod but higher chance to open some miscellaneous items. Can be obtained through world looting and crafting.
CFQ,,,[FFD700]Asylum Submachine Gun-Weapon Crate[fdee00]
CFQDesc,,,Asylum Submachine Gun Weapon Crate has a certain chance to open submachine guns from this mod but higher chance to open some miscellaneous items. Can be obtained through world looting and crafting.
JZ,,,[FFD700]Asylum Melee-Weapon Crate[fdee00]
JZDesc,,,Asylum Melee Weapon Crate has a certain chance to open melee weapons from this mod but higher chance to open some miscellaneous items. Can be obtained through world looting and crafting.
JQ,,,[FFD700]Asylum Machine Gun-Weapon Crate[fdee00]
JQDesc,,,Asylum Machine Gun Weapon Crate has a certain chance to open machine guns from this mod but higher chance to open some miscellaneous items. Can be obtained through world looting and crafting.
HXB,,,[FFD700]Asylum Token[fdee00]
HXBDesc,,,Asylum Token is a very common crafting material in this mod can be used to craft weapons and weapon components. Can be obtained through world looting and crafting.
SJGJ,,,[FFD700]Asylum Weapon Component[fdee00]
SJGJDesc,,,Advanced asylum weapon component required for crafting high-tier asylum weapons including Asylum Decimator Asylum Executioner and other powerful weapons. Recommend stockpiling more in early game. Can be obtained through world looting and crafting.
50ZD1,,,[FFD700]Asylum Sniper Rifle-.50 Special Bullets[fdee00]
50ZD1Desc,,,Asylum executioner and M200 exclusive bullets. Can be obtained through Asylum weapon crates world looting and crafting.
50KX1,,,[FFD700]Asylum Sniper Rifle-.50 Special Hollow Point Bullets[fdee00]
50KX1Desc,,,Asylum executioner and M200 exclusive bullets. Can be obtained through Asylum weapon crates world looting and crafting.
50CJ1,,,[FFD700]Asylum Sniper Rifle-.50 Special Armor Piercing Bullets[fdee00]
50CJ1Desc,,,Asylum executioner and M200 exclusive bullets. Can be obtained through Asylum weapon crates world looting and crafting.
50ZDH,,,[FFD700]Asylum Sniper Rifle-.50 Special Bullet Box[fdee00]
50ZDHDesc,,,Open to get 10 Asylum sniper rifle .50 special bullets. Can be obtained through world looting and crafting.

# Vehicle localization entries removed
